filename-1,filename-2,similarity,title-1,year-1,month-1,day-1,title-2,year-2,month-2,day-2
2023-11-06_2551.txt,2024-01-04_1503.txt,0.829128666,The Take: A history of Gaza’s worst and best days,2023,11,6,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-23_2904.txt,2024-01-04_1503.txt,0.828491784,The Take: Censorship and disinformation – the online war on Gaza,2023,10,23,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-12-15_1743.txt,2024-01-04_1503.txt,0.858768171,The Take: What do Israelis think of the war on Gaza?,2023,12,15,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-11-02_2652.txt,2024-01-04_1503.txt,0.809597273,The Take: What do Russia and China think of the Israeli war on Gaza?,2023,11,2,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-17_3060.txt,2024-01-04_1503.txt,0.821527698,"The Take: The other blockade – As Gaza escalates, so does the West Bank",2023,10,17,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-11-23_2138.txt,2024-01-04_1503.txt,0.810438205,The Take: Inside the Hamas-Israel truce deal,2023,11,23,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-11_3219.txt,2024-01-04_1503.txt,0.845859626,The Take: ‘The US has Israel’s back.’ How far could the war spread?,2023,10,11,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-28_2783.txt,2024-01-04_1503.txt,0.792298762,"The Take: With communications cut off, Gaza goes dark amid Israeli attacks",2023,10,28,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-11-07_2512.txt,2024-01-04_1503.txt,0.819541472,The Take: US protesters show up for Palestine. What will Biden do next?,2023,11,7,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-07-28_3396.txt,2024-01-04_1503.txt,0.786423546,What’s behind Israel’s ‘judicial coup’?,2023,7,28,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-16_3107.txt,2024-01-04_1503.txt,0.818571453,"The Take: Facing ‘total collapse,’ Gaza doctors fight to remain a lifeline",2023,10,16,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-08-09_3385.txt,2024-01-04_1503.txt,0.76317558,How Israeli technology turns occupation into profit,2023,8,9,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-11-03_2623.txt,2024-01-04_1503.txt,0.83377816,The Take: Inside the West Bank’s surging Israeli settler violence,2023,11,3,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-31_2682.txt,2024-01-04_1503.txt,0.781822462,The Take: What is the risk of wider conflict between Israel and Hezbollah?,2023,10,31,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-07-13_3425.txt,2024-01-04_1503.txt,0.751974111,What the Jenin raids mean for the Palestinian Authority,2023,7,13,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-10_3258.txt,2024-01-04_1503.txt,0.819179844,The Take: Where do you go when Israel strikes down your home in Gaza?,2023,10,10,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-11-16_2290.txt,2024-01-04_1503.txt,0.803417617,The Take: The Hamas tunnels and al-Shifa Hospital,2023,11,16,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-13_3139.txt,2024-01-04_1503.txt,0.795318322,The Take: How an Israeli ‘intelligence failure’ informed the war on Gaza,2023,10,13,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-02_3317.txt,2024-01-04_1503.txt,0.789031863,"As Arab-Israeli normalisation expands, where do Palestinians fit?",2023,10,2,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-27_2797.txt,2024-01-04_1503.txt,0.804265092,The Take: Wael Dahdouh’s family was killed in Gaza. He kept reporting.,2023,10,27,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-30_2740.txt,2024-01-04_1503.txt,0.746779713,The Take: Israel’s ground war on Gaza begins,2023,10,30,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-11-20_2209.txt,2024-01-04_1503.txt,0.749330936,"The Take: Piles of corpses, dying babies – al-Shifa Hospital’s catastrophe",2023,11,20,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-11-08_2499.txt,2024-01-04_1503.txt,0.765681676,The Take: Diaries of Israel’s war on Gaza,2023,11,8,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-19_3000.txt,2024-01-04_1503.txt,0.743009516,The Take: Will the Gaza hospital attack be a turning point for the world?,2023,10,19,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-06-23_3484.txt,2024-01-04_1503.txt,0.737605862,Will we see a major Israeli assault in the occupied West Bank?,2023,6,23,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-09-06_3346.txt,2024-01-04_1503.txt,0.718903489,Libya’s anti-Israel protests and the future of normalising relations,2023,9,6,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-18_3042.txt,2024-01-04_1503.txt,0.737765895,"The Take: When it comes to Gaza, when is it called a war crime?",2023,10,18,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-05-15_3562.txt,2024-01-04_1503.txt,0.662495177,Is a ‘new Nakba’ happening in Gaza?,2023,5,15,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-10-08_3288.txt,2024-01-04_1503.txt,0.716387016,The Take: The shockwaves of the Hamas assault on Israel,2023,10,8,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2022-12-21_3841.txt,2024-01-04_1503.txt,0.481925305,Why do so few Israelis refuse the military draft?,2022,12,21,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-05-11_3578.txt,2024-01-04_1503.txt,0.564619966,Will there ever be justice for Shireen Abu Akleh?,2023,5,11,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2022-06-13_4088.txt,2024-01-04_1503.txt,0.465762921,Why are Gulf countries normalising ties with Israel?,2022,6,13,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-04-03_3660.txt,2024-01-04_1503.txt,0.561201041,Israel’s right-wing government tests its boundaries,2023,4,3,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2022-12-26_3832.txt,2024-01-04_1503.txt,0.610412822,Returning to Gaza’s berries under blockade,2022,12,26,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-02-03_3747.txt,2024-01-04_1503.txt,0.547116817,Where the ‘ironclad’ US-Israel alliance leaves Palestinians,2023,2,3,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2022-05-16_4156.txt,2024-01-04_1503.txt,0.304331159,The life and legacy of Shireen Abu Akleh,2022,5,16,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4
2023-12-05_1916.txt,2024-02-19_1023.txt,0.915328806,The Take: Israel’s war on Gaza looms over COP28 Dubai,2023,12,5,The Take: The story of Hind Rajab,2024,2,19
2024-01-04_1503.txt,2024-02-19_1023.txt,0.923997331,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",2024,1,4,The Take: The story of Hind Rajab,2024,2,19
2024-01-15_1388.txt,2024-02-19_1023.txt,0.895702991,The Take: The discontent brewing in the Biden administration over Gaza,2024,1,15,The Take: The story of Hind Rajab,2024,2,19
2023-11-21_2186.txt,2024-02-19_1023.txt,0.890607688,The Take: The genocide lawsuit against Joe Biden over Israel-Gaza war,2023,11,21,The Take: The story of Hind Rajab,2024,2,19
2023-11-10_2430.txt,2024-02-19_1023.txt,0.890605873,The Take: Arrests and harassment threaten Palestinians in Israel,2023,11,10,The Take: The story of Hind Rajab,2024,2,19
2023-12-06_1897.txt,2024-02-19_1023.txt,0.872857107,The Take: The role of Israeli AI in Gaza’s massive death toll,2023,12,6,The Take: The story of Hind Rajab,2024,2,19
2024-01-22_1311.txt,2024-02-19_1023.txt,0.899872307,The Take: What will remain of journalism in Gaza?,2024,1,22,The Take: The story of Hind Rajab,2024,2,19
2023-10-25_2857.txt,2024-02-19_1023.txt,0.885489162,The Take: Why is Israel delaying a ground invasion of Gaza?,2023,10,25,The Take: The story of Hind Rajab,2024,2,19
2024-01-11_1440.txt,2024-02-19_1023.txt,0.863859828,The Take: The last keffiyeh factory in Palestine,2024,1,11,The Take: The story of Hind Rajab,2024,2,19
2023-11-14_2340.txt,2024-02-19_1023.txt,0.84565039,The Take: What can protests do to block military aid from the US to Israel?,2023,11,14,The Take: The story of Hind Rajab,2024,2,19
2023-10-20_2967.txt,2024-02-19_1023.txt,0.83620152,The Take: The backlash to supporting Palestine,2023,10,20,The Take: The story of Hind Rajab,2024,2,19
2023-12-14_1759.txt,2024-02-19_1023.txt,0.853371473,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14,The Take: The story of Hind Rajab,2024,2,19
2023-10-26_2832.txt,2024-02-19_1023.txt,0.826559052,The Take: Ukraine and Gaza wars – is there a double standard at play?,2023,10,26,The Take: The story of Hind Rajab,2024,2,19
2024-01-02_1529.txt,2024-02-19_1023.txt,0.881229257,The Take: Are Hezbollah and Israel close to an all-out war?,2024,1,2,The Take: The story of Hind Rajab,2024,2,19
2023-11-29_2025.txt,2024-02-19_1023.txt,0.856135534,"The Take: With Israel’s release of prisoners, thousands more still detained",2023,11,29,The Take: The story of Hind Rajab,2024,2,19
2023-11-15_2313.txt,2024-02-19_1023.txt,0.882214794,"The Take: Detained, tortured and banned – Workers from Gaza in Israel",2023,11,15,The Take: The story of Hind Rajab,2024,2,19
2023-10-24_2880.txt,2024-02-19_1023.txt,0.867457653,The Take: A new era of solidarity for the Palestinian cause,2023,10,24,The Take: The story of Hind Rajab,2024,2,19
2023-11-28_2045.txt,2024-02-19_1023.txt,0.861483979,"The Take: After Israel and Hamas extend their truce, what comes next?",2023,11,28,The Take: The story of Hind Rajab,2024,2,19
2023-10-31_2707.txt,2024-02-19_1023.txt,0.860328183,The Take: Are the captives a priority in Israel’s war on Gaza?,2023,10,31,The Take: The story of Hind Rajab,2024,2,19
2024-01-29_1232.txt,2024-02-19_1023.txt,0.861466916,"The Take: As US and UK air strikes land, Yemenis wonder what’s next",2024,1,29,The Take: The story of Hind Rajab,2024,2,19
2024-02-16_1063.txt,2024-02-19_1023.txt,0.876299964,"The Take: As Israel attacks Rafah, how will Egypt respond at the border?",2024,2,16,The Take: The story of Hind Rajab,2024,2,19
2024-01-05_1495.txt,2024-02-19_1023.txt,0.876809227,A Hamas leader is killed – what’s the state of play in the Middle East?,2024,1,5,The Take: The story of Hind Rajab,2024,2,19
2023-12-04_1933.txt,2024-02-19_1023.txt,0.839927723,The Take: US shooting of Palestinian students sparks climate of fear,2023,12,4,The Take: The story of Hind Rajab,2024,2,19
2023-10-12_3208.txt,2024-02-19_1023.txt,0.835104441,"The Take: As Israel unifies, Gaza pays the price",2023,10,12,The Take: The story of Hind Rajab,2024,2,19
2023-11-09_2457.txt,2024-02-19_1023.txt,0.832504004,The Take: Gaza hospitals on the brink of collapse amid Israel’s bombardment,2023,11,9,The Take: The story of Hind Rajab,2024,2,19
2024-01-26_1270.txt,2024-02-19_1023.txt,0.853555571,The Take: How long can Israel afford its war on Gaza?,2024,1,26,The Take: The story of Hind Rajab,2024,2,19
2023-10-13_3171.txt,2024-02-19_1023.txt,0.810133257,The Take: What media outlets get wrong on Israel and Palestine,2023,10,13,The Take: The story of Hind Rajab,2024,2,19
2023-11-06_2551.txt,2024-02-19_1023.txt,0.863687504,The Take: A history of Gaza’s worst and best days,2023,11,6,The Take: The story of Hind Rajab,2024,2,19
2024-01-19_1345.txt,2024-02-19_1023.txt,0.856077657,The Take: Why is Germany supporting Israel at the ICJ?,2024,1,19,The Take: The story of Hind Rajab,2024,2,19
2023-10-23_2904.txt,2024-02-19_1023.txt,0.859430691,The Take: Censorship and disinformation – the online war on Gaza,2023,10,23,The Take: The story of Hind Rajab,2024,2,19
2023-12-15_1743.txt,2024-02-19_1023.txt,0.855073501,The Take: What do Israelis think of the war on Gaza?,2023,12,15,The Take: The story of Hind Rajab,2024,2,19
2023-11-02_2652.txt,2024-02-19_1023.txt,0.821610595,The Take: What do Russia and China think of the Israeli war on Gaza?,2023,11,2,The Take: The story of Hind Rajab,2024,2,19
2023-10-17_3060.txt,2024-02-19_1023.txt,0.815540696,"The Take: The other blockade – As Gaza escalates, so does the West Bank",2023,10,17,The Take: The story of Hind Rajab,2024,2,19
2023-11-23_2138.txt,2024-02-19_1023.txt,0.80453202,The Take: Inside the Hamas-Israel truce deal,2023,11,23,The Take: The story of Hind Rajab,2024,2,19
2023-10-11_3219.txt,2024-02-19_1023.txt,0.832219262,The Take: ‘The US has Israel’s back.’ How far could the war spread?,2023,10,11,The Take: The story of Hind Rajab,2024,2,19
2023-10-28_2783.txt,2024-02-19_1023.txt,0.789686611,"The Take: With communications cut off, Gaza goes dark amid Israeli attacks",2023,10,28,The Take: The story of Hind Rajab,2024,2,19
2023-11-07_2512.txt,2024-02-19_1023.txt,0.797667185,The Take: US protesters show up for Palestine. What will Biden do next?,2023,11,7,The Take: The story of Hind Rajab,2024,2,19
2023-07-28_3396.txt,2024-02-19_1023.txt,0.767306407,What’s behind Israel’s ‘judicial coup’?,2023,7,28,The Take: The story of Hind Rajab,2024,2,19
2023-10-16_3107.txt,2024-02-19_1023.txt,0.813540024,"The Take: Facing ‘total collapse,’ Gaza doctors fight to remain a lifeline",2023,10,16,The Take: The story of Hind Rajab,2024,2,19
2023-08-09_3385.txt,2024-02-19_1023.txt,0.802351083,How Israeli technology turns occupation into profit,2023,8,9,The Take: The story of Hind Rajab,2024,2,19
2024-01-10_1453.txt,2024-02-19_1023.txt,0.834822455,The Take: The Houthis’ grip on Red Sea trade,2024,1,10,The Take: The story of Hind Rajab,2024,2,19
2023-11-03_2623.txt,2024-02-19_1023.txt,0.827962842,The Take: Inside the West Bank’s surging Israeli settler violence,2023,11,3,The Take: The story of Hind Rajab,2024,2,19
2024-02-08_1150.txt,2024-02-19_1023.txt,0.817773155,"The Take: As Israel strikes Gaza’s Rafah, what can US diplomacy achieve?",2024,2,8,The Take: The story of Hind Rajab,2024,2,19
2023-10-31_2682.txt,2024-02-19_1023.txt,0.777708427,The Take: What is the risk of wider conflict between Israel and Hezbollah?,2023,10,31,The Take: The story of Hind Rajab,2024,2,19
2023-07-13_3425.txt,2024-02-19_1023.txt,0.733694402,What the Jenin raids mean for the Palestinian Authority,2023,7,13,The Take: The story of Hind Rajab,2024,2,19
2024-01-12_1421.txt,2024-02-19_1023.txt,0.819287755,The Take: Why South Africa is suing Israel for genocide in Gaza,2024,1,12,The Take: The story of Hind Rajab,2024,2,19
2023-10-10_3258.txt,2024-02-19_1023.txt,0.801946172,The Take: Where do you go when Israel strikes down your home in Gaza?,2023,10,10,The Take: The story of Hind Rajab,2024,2,19
2023-11-16_2290.txt,2024-02-19_1023.txt,0.79910471,The Take: The Hamas tunnels and al-Shifa Hospital,2023,11,16,The Take: The story of Hind Rajab,2024,2,19
2023-10-13_3139.txt,2024-02-19_1023.txt,0.791790993,The Take: How an Israeli ‘intelligence failure’ informed the war on Gaza,2023,10,13,The Take: The story of Hind Rajab,2024,2,19
2023-10-02_3317.txt,2024-02-19_1023.txt,0.769851319,"As Arab-Israeli normalisation expands, where do Palestinians fit?",2023,10,2,The Take: The story of Hind Rajab,2024,2,19
2023-10-27_2797.txt,2024-02-19_1023.txt,0.798942706,The Take: Wael Dahdouh’s family was killed in Gaza. He kept reporting.,2023,10,27,The Take: The story of Hind Rajab,2024,2,19
2024-01-31_1219.txt,2024-02-19_1023.txt,0.799240671,The Take – ‘Lost trust’: Gaza residents await ceasefire deal,2024,1,31,The Take: The story of Hind Rajab,2024,2,19
2023-10-30_2740.txt,2024-02-19_1023.txt,0.728626275,The Take: Israel’s ground war on Gaza begins,2023,10,30,The Take: The story of Hind Rajab,2024,2,19
2024-02-12_1116.txt,2024-02-19_1023.txt,0.752005868,The Take: Is Israel replacing Palestinian workers with Indians?,2024,2,12,The Take: The story of Hind Rajab,2024,2,19
2023-11-20_2209.txt,2024-02-19_1023.txt,0.788743357,"The Take: Piles of corpses, dying babies – al-Shifa Hospital’s catastrophe",2023,11,20,The Take: The story of Hind Rajab,2024,2,19
2023-11-08_2499.txt,2024-02-19_1023.txt,0.762125976,The Take: Diaries of Israel’s war on Gaza,2023,11,8,The Take: The story of Hind Rajab,2024,2,19
2023-10-19_3000.txt,2024-02-19_1023.txt,0.737920325,The Take: Will the Gaza hospital attack be a turning point for the world?,2023,10,19,The Take: The story of Hind Rajab,2024,2,19
2023-06-23_3484.txt,2024-02-19_1023.txt,0.71967543,Will we see a major Israeli assault in the occupied West Bank?,2023,6,23,The Take: The story of Hind Rajab,2024,2,19
2023-09-06_3346.txt,2024-02-19_1023.txt,0.754644761,Libya’s anti-Israel protests and the future of normalising relations,2023,9,6,The Take: The story of Hind Rajab,2024,2,19
2023-10-18_3042.txt,2024-02-19_1023.txt,0.734009498,"The Take: When it comes to Gaza, when is it called a war crime?",2023,10,18,The Take: The story of Hind Rajab,2024,2,19
2023-05-15_3562.txt,2024-02-19_1023.txt,0.663127772,Is a ‘new Nakba’ happening in Gaza?,2023,5,15,The Take: The story of Hind Rajab,2024,2,19
2023-10-08_3288.txt,2024-02-19_1023.txt,0.722092589,The Take: The shockwaves of the Hamas assault on Israel,2023,10,8,The Take: The story of Hind Rajab,2024,2,19
2022-12-21_3841.txt,2024-02-19_1023.txt,0.465738052,Why do so few Israelis refuse the military draft?,2022,12,21,The Take: The story of Hind Rajab,2024,2,19
2023-05-11_3578.txt,2024-02-19_1023.txt,0.56470929,Will there ever be justice for Shireen Abu Akleh?,2023,5,11,The Take: The story of Hind Rajab,2024,2,19
2022-06-13_4088.txt,2024-02-19_1023.txt,0.44858082,Why are Gulf countries normalising ties with Israel?,2022,6,13,The Take: The story of Hind Rajab,2024,2,19
2023-04-03_3660.txt,2024-02-19_1023.txt,0.598325474,Israel’s right-wing government tests its boundaries,2023,4,3,The Take: The story of Hind Rajab,2024,2,19
2022-12-26_3832.txt,2024-02-19_1023.txt,0.590474602,Returning to Gaza’s berries under blockade,2022,12,26,The Take: The story of Hind Rajab,2024,2,19
2023-02-03_3747.txt,2024-02-19_1023.txt,0.587745327,Where the ‘ironclad’ US-Israel alliance leaves Palestinians,2023,2,3,The Take: The story of Hind Rajab,2024,2,19
2023-12-05_1916.txt,2023-12-14_1759.txt,0.909514973,The Take: Israel’s war on Gaza looms over COP28 Dubai,2023,12,5,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-21_2186.txt,2023-12-14_1759.txt,0.874342527,The Take: The genocide lawsuit against Joe Biden over Israel-Gaza war,2023,11,21,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-10_2430.txt,2023-12-14_1759.txt,0.875824437,The Take: Arrests and harassment threaten Palestinians in Israel,2023,11,10,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-12-06_1897.txt,2023-12-14_1759.txt,0.873085655,The Take: The role of Israeli AI in Gaza’s massive death toll,2023,12,6,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-25_2857.txt,2023-12-14_1759.txt,0.824801026,The Take: Why is Israel delaying a ground invasion of Gaza?,2023,10,25,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-14_2340.txt,2023-12-14_1759.txt,0.862905522,The Take: What can protests do to block military aid from the US to Israel?,2023,11,14,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-20_2967.txt,2023-12-14_1759.txt,0.860361,The Take: The backlash to supporting Palestine,2023,10,20,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-26_2832.txt,2023-12-14_1759.txt,0.848599973,The Take: Ukraine and Gaza wars – is there a double standard at play?,2023,10,26,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-29_2025.txt,2023-12-14_1759.txt,0.856359703,"The Take: With Israel’s release of prisoners, thousands more still detained",2023,11,29,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-15_2313.txt,2023-12-14_1759.txt,0.820257125,"The Take: Detained, tortured and banned – Workers from Gaza in Israel",2023,11,15,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-24_2880.txt,2023-12-14_1759.txt,0.868764647,The Take: A new era of solidarity for the Palestinian cause,2023,10,24,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-28_2045.txt,2023-12-14_1759.txt,0.864289963,"The Take: After Israel and Hamas extend their truce, what comes next?",2023,11,28,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-31_2707.txt,2023-12-14_1759.txt,0.833486077,The Take: Are the captives a priority in Israel’s war on Gaza?,2023,10,31,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-12-04_1933.txt,2023-12-14_1759.txt,0.840147649,The Take: US shooting of Palestinian students sparks climate of fear,2023,12,4,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-12_3208.txt,2023-12-14_1759.txt,0.809172697,"The Take: As Israel unifies, Gaza pays the price",2023,10,12,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-09_2457.txt,2023-12-14_1759.txt,0.832721986,The Take: Gaza hospitals on the brink of collapse amid Israel’s bombardment,2023,11,9,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-13_3171.txt,2023-12-14_1759.txt,0.815328193,The Take: What media outlets get wrong on Israel and Palestine,2023,10,13,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-06_2551.txt,2023-12-14_1759.txt,0.811059429,The Take: A history of Gaza’s worst and best days,2023,11,6,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-23_2904.txt,2023-12-14_1759.txt,0.771072214,The Take: Censorship and disinformation – the online war on Gaza,2023,10,23,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-02_2652.txt,2023-12-14_1759.txt,0.794313363,The Take: What do Russia and China think of the Israeli war on Gaza?,2023,11,2,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-17_3060.txt,2023-12-14_1759.txt,0.818197036,"The Take: The other blockade – As Gaza escalates, so does the West Bank",2023,10,17,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-23_2138.txt,2023-12-14_1759.txt,0.811822998,The Take: Inside the Hamas-Israel truce deal,2023,11,23,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-11_3219.txt,2023-12-14_1759.txt,0.772013631,The Take: ‘The US has Israel’s back.’ How far could the war spread?,2023,10,11,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-10-28_2783.txt,2023-12-14_1759.txt,0.773241214,"The Take: With communications cut off, Gaza goes dark amid Israeli attacks",2023,10,28,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-11-07_2512.txt,2023-12-14_1759.txt,0.837215732,The Take: US protesters show up for Palestine. What will Biden do next?,2023,11,7,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
2023-07-28_3396.txt,2023-12-14_1759.txt,0.767507318,What’s behind Israel’s ‘judicial coup’?,2023,7,28,The Take: Can the UN do anything to stop Israel’s war on Gaza?,2023,12,14
