year,month,day,title,file,Topic,Count,topic_1,topic_2,topic_3,topic_4,date
2023,7,8,UN chief refuses to retract condemnation of Israel’s Jenin raid,2023-07-08_3440.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,10,Jenin raid is over. Palestinians are left to cope with the trauma,2023-07-10_3435.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,12,Palestinian leader Abbas visits Jenin camp after Israeli raid,2023-07-12_3428.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,13,Middle East roundup: Tunisia expels terrified Africans to borders,2023-07-13_3424.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,13,What Palestinians in Jenin camp did to block the Israeli army,2023-07-13_3427.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,15,Life as a resistance fighter in Jenin: ‘Only death can stop us’,2023-07-15_3420.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,15,How Israel weaponises museums to erase Palestinian existence,2023-07-15_3421.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,17,"As Herzog visits US, advocates urge action against Israeli abuses",2023-07-17_3418.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,19,Israel President Herzog’s ‘honest’ speech to the US Congress,2023-07-19_3414.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,20,Canada’s Trudeau ‘concerned’ about Netanyahu’s policies,2023-07-20_3408.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,20,Tunnels under Jenin camp: How Palestinian fighters fooled Israel,2023-07-20_3409.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,20,Inside the eviction of Palestinians losing their Jerusalem home,2023-07-20_3410.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,23,An Israeli civil war?,2023-07-23_3405.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,24,Passage of Israel’s judicial reform entrenches ‘Jewish supremacy’,2023-07-24_3404.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,27,Weaponising water in Palestine,2023-07-27_3397.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,27,Israeli protests cast light on laws discriminating against Palestinians,2023-07-27_3398.txt,-1,1269,the,to,of,and,2023-07-01
2023,7,28,Israel’s US visa waiver push draws anger among Palestinian Americans,2023-07-28_3394.txt,-1,1269,the,to,of,and,2023-07-01
2023,8,11,Palestinian Authority President Abbas fires occupied West Bank governors,2023-08-11_3381.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,17,Five key issues to look out for at first US Republican debate,2023-08-17_3377.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,18,Israeli police arrest and brand Palestinian with ‘Star of David’: Report,2023-08-18_3376.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,21,US Republican candidates clash over support for Israel,2023-08-21_3372.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,22,"More than 200 Palestinians, nearly 30 Israelis killed so far this year: UN",2023-08-22_3371.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,24,Ben-Gvir says Israeli rights trump Palestinian freedom of movement,2023-08-24_3368.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,25,Ben-Gvir lashes out at supermodel Bella Hadid over Palestinian rights,2023-08-25_3367.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,27,‘Accusing Israel of apartheid is not anti-Semitic’: Holocaust historian,2023-08-27_3364.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,28,Agzaya’s fight to return to her children in Israel,2023-08-28_3360.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,28,Is BRICS really the lifeline Palestine needs?,2023-08-28_3362.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,28,Papua New Guinea to open Israel embassy in Jerusalem,2023-08-28_3363.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,31,The fruits of Palestine and their symbolism,2023-08-31_3352.txt,-1,1269,the,to,of,and,2023-08-01
2023,8,31,"Angry, ugly Israel, where a Palestinian is branded with a Star of David",2023-08-31_3355.txt,-1,1269,the,to,of,and,2023-08-01
2023,9,5,"Who is Jacob Lew, Biden’s nominee for US ambassador to Israel?",2023-09-05_3347.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,5,"Israel halts exports from Gaza at key crossing, says explosives found",2023-09-05_3349.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,8,Middle East Roundup: Calligraffiti artist paints Gaza’s hope,2023-09-08_3344.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,13,Growing up Palestinian after the Oslo Accords,2023-09-13_3340.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,14,The Oslo peace accords: Historic achievement or historic tragedy?,2023-09-14_3339.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,19,"Israel kills six Palestinians in occupied West Bank, Gaza",2023-09-19_3332.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,22,"Palestinians must not have veto over Arab-Israel deals, Netanyahu tells UN",2023-09-22_3326.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,25,Israel foreign minister says US will allow visa-free travel for Israelis,2023-09-25_3323.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,27,‘State of emergency’: Six Palestinian citizens of Israel killed in one day,2023-09-27_3321.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,27,Biden administration confirms it will let Israelis travel visa-free to US,2023-09-27_3322.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,28,US Visa Waiver Program: Why Arab Americans angered by Israel’s admission,2023-09-28_3320.txt,-1,1269,the,to,of,and,2023-09-01
2023,9,29,Qatar mediates opening of Gaza-Israel crossing as protests end,2023-09-29_3319.txt,-1,1269,the,to,of,and,2023-09-01
2023,10,4,Fears for Khaled El Qaisi’s wellbeing after his release in Israel,2023-10-04_3316.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,6,The October 1973 War: How it led to the first Arab recognition of Israel,2023-10-06_3312.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,6,How the October War changed the world,2023-10-06_3313.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,7,Fears of a ground invasion of Gaza grow as Israel vows ‘mighty vengeance’,2023-10-07_3299.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,7,Aftermath of the attacks on Israel in Ashkelon,2023-10-07_3304.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,7,World reaction to surprise attack by Palestinian Hamas on Israel,2023-10-07_3306.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,7,Why the Palestinian group Hamas launched an attack on Israel? All to know,2023-10-07_3307.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,7,Israel retaliation kills 230 Palestinians after Hamas operation,2023-10-07_3310.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,8,"No place for Gaza residents to flee after Israel declares war, bombs homes",2023-10-08_3289.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,8,Tel Aviv’s residents start venturing out,2023-10-08_3290.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,8,What is Hamas? A simple guide to the armed Palestinian group,2023-10-08_3293.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,8,"Israeli strikes flatten buildings, mosques in Gaza",2023-10-08_3295.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,Rafah crossing between Gaza and Egypt disrupted by Israeli air raids,2023-10-09_3263.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,What’s the Israel-Palestine conflict about? A simple guide,2023-10-09_3265.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,Dozens killed and wounded in Israel air raids on Gaza refugee camps,2023-10-09_3268.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,Reports of mass casualties as Israeli air attack hits refugee camp in Gaza,2023-10-09_3273.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,What military aid the US is sending to Israel after Hamas attack?,2023-10-09_3275.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,"Death toll soars to 1,300 as fighting between Hamas and Israel rages",2023-10-09_3276.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,Bank of Israel to sell $30bn of forex after shekel falls,2023-10-09_3278.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,Israel announces ‘total’ blockade on Gaza,2023-10-09_3280.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,9,"UN Security Council meets on Gaza-Israel, but fails to agree on statement",2023-10-09_3286.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,10,Alarm as Israel again hits Rafah border crossing between Gaza and Egypt,2023-10-10_3239.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,10,Israel-Gaza war: What’s happening and why? | Start Here,2023-10-10_3240.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,10,Israel-Gaza war: Which international actors can play peacemaker?,2023-10-10_3244.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,10,What to know about the deadly Hamas attack on an Israeli music festival,2023-10-10_3248.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,10,How global firms are reacting to the Israel-Hamas conflict,2023-10-10_3249.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,10,Hamas says will kill hostages if Israeli attacks on Gaza civilians continue,2023-10-10_3257.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,10,"Get this straight, Western media: Palestinians aren’t sub-human",2023-10-10_3260.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,10,Major international airlines suspend flights to Israel amid war on Gaza,2023-10-10_3261.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,11,"Hamas video appears to show release of woman, two children",2023-10-11_3210.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,11,Israel-Gaza: Collective punishment of millions not justified – Humza Yousaf,2023-10-11_3221.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,11,How big is Israel’s military and how much funding does it get from the US?,2023-10-11_3223.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,11,‘Nothing to do with this’: Thai families plead for Hamas captives’ release,2023-10-11_3224.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,11,Gaza faces ‘humanitarian catastrophe’ as power plant running out of fuel,2023-10-11_3225.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,11,Gaza’s Rimal neighbourhood wiped out by Israeli air strikes,2023-10-11_3229.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,11,‘Horrific scenes’ as dozens of bodies found in Israel’s Kfar Aza near Gaza,2023-10-11_3230.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,11,‘Fantasy land’: How Biden’s normalisation drive ignored Palestinians,2023-10-11_3232.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,"France bans pro-Palestine rallies, cracks down on protesters amid Gaza war",2023-10-12_3177.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,"Israel says 6,000 bombs dropped on Gaza as war with Hamas nears a week",2023-10-12_3180.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,Israel is manufacturing a case for genocide,2023-10-12_3183.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,Middle East Roundup: Israel lays waste to Gaza after Hamas attack,2023-10-12_3189.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,"How the Israel war, blockade affect mental health of Palestinian children",2023-10-12_3191.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,"US top diplomat Blinken visits Israel, urges protection of Gaza civilians",2023-10-12_3193.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,What is Israel’s Iron Dome defence system and is it effective? All to know,2023-10-12_3194.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,"Stephen Walt: US, Israeli strategy on Palestine has failed",2023-10-12_3195.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,"Israel detains, expels to West Bank hundreds of Gaza Palestinian workers",2023-10-12_3197.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,"Egypt says Israel seeks to empty Gaza, rejects corridors for civilians",2023-10-12_3198.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,"‘No electric switch will be turned on’ until captives free, Israel says",2023-10-12_3199.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,White House walks back Biden’s claim he saw children beheaded by Hamas,2023-10-12_3201.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,Gaza ‘hospitals risk turning into morgues’: Rights groups call for action,2023-10-12_3202.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,12,‘Smell of death is everywhere’: Inside Israeli kibbutz attacked by Hamas,2023-10-12_3204.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,"‘Mr President, put an end to this’: Palestinian Americans speak out on Gaza",2023-10-13_3137.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,"Where do China, Russia and India stand on the Gaza war?",2023-10-13_3141.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,"After outcry over Ukraine, big business muted on Israel-Hamas war",2023-10-13_3143.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,"When a family dies under Israel’s bombs, part of Gaza’s history disappears",2023-10-13_3144.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,At least 16 Palestinians killed by Israeli forces in the West Bank,2023-10-13_3145.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,Israel-Hamas war: A list of governments repatriating citizens from Israel,2023-10-13_3148.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,"Food, toys and therapy: Tel Aviv residents help survivors of Hamas attack",2023-10-13_3151.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,Are Israel and Hamas guilty of war crimes?,2023-10-13_3154.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,‘We reject the forced displacement’ in Gaza: Abbas tells Blinken in Jordan,2023-10-13_3157.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,Palestinians pack ’emergency’ bags as Israeli bombs rain down on Gaza,2023-10-13_3159.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,"In Britain, the Israel-Hamas war reignites old tensions between communities",2023-10-13_3163.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,"Fear, confusion as Israel issues evacuation order for northern Gaza",2023-10-13_3164.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,What is the white phosphorus that Israel is accused of using in Gaza?,2023-10-13_3165.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,"Israel using white phosphorus in Gaza, Lebanon, endangering civilians: HRW",2023-10-13_3168.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,13,Israel orders 1.1 million people in Gaza to move south: What to know,2023-10-13_3169.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,14,Israeli army and settler attacks against Palestinians in West Bank increase,2023-10-14_3120.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,14,Gaza doctors warn of a humanitarian catastrophe after Israeli attacks,2023-10-14_3122.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,14,Palestinians take refuge at Shifa Hospital amid Israeli bombing,2023-10-14_3123.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,14,"Water a ‘matter of life and death’ for Gaza after Israeli siege, says UN",2023-10-14_3125.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,14,‘We will come from the ground’: Israel’s goals in a ground invasion of Gaza,2023-10-14_3132.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,15,Palestinians in Gaza can go to ‘tent cities’: Former Israeli minister,2023-10-15_3112.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,15,In Jerusalem’s Old City Israel soldiers ‘do what they want’ to Palestinians,2023-10-15_3119.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,US lawmakers introduce resolution urging ‘immediate’ Gaza ceasefire,2023-10-16_3077.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,"Israeli forces killed Abu Akleh ‘without justification’, UN inquiry says",2023-10-16_3080.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Gaza’s dire humanitarian crisis explained,2023-10-16_3081.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,UN begins shipping aid for Gaza to Egypt amid uncertainty,2023-10-16_3082.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Guardian cartoonist’s contract not renewed after Netanyahu drawing,2023-10-16_3084.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Mapping protests in solidarity with Palestine against Is­rael’s assault,2023-10-16_3085.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Humanitarian aid stuck at Gaza border as WHO warns of ‘catastrophe’,2023-10-16_3086.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,"Israeli forces, tanks amass near Gaza",2023-10-16_3088.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Americans want US to help get Gaza civilians out of harm’s way: Survey,2023-10-16_3091.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Why reopening Egypt-Gaza Rafah crossing is crucial amid Israeli bombing,2023-10-16_3092.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Ten films to watch about the history of the Israel-Palestine conflict,2023-10-16_3096.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Israel’s evacuation order is nothing but cover for ethnic cleansing,2023-10-16_3097.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,I have to show the world what Israel’s doing in Gaza  | Close Up,2023-10-16_3098.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Malaysia’s Anwar rejects West’s ‘pressuring attitude’ to condemn Hamas,2023-10-16_3099.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,"Games, YouTube, hugs: How Gaza mothers calm terrified kids amid Israel war",2023-10-16_3101.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Biden weighs Israel visit after Netanyahu extends invite amid Gaza war,2023-10-16_3103.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Egypt’s tricky calculation as Israel’s assault on Gaza continues,2023-10-16_3105.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Desperate evacuees return to their homes in Gaza City despite Israeli order,2023-10-16_3106.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,16,Analysis: Why is so much anti-Palestinian disinformation coming from India?,2023-10-16_3108.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,Outrage spreads across Middle East after attack on Gaza hospital,2023-10-17_3047.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,Protesters clash with Palestinian police in West Bank,2023-10-17_3048.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,Jordan cancels Biden summit after hundreds killed in Gaza hospital blast,2023-10-17_3049.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,PA forces fire tear gas at West Bank protesters after Gaza hospital strike,2023-10-17_3050.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,World reacts as Gaza officials say 500 killed in Israeli strike on hospital,2023-10-17_3052.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,"Israeli air raid on al-Ahli Arab Hospital kills 500, Gaza officials say",2023-10-17_3053.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,Gaza authorities say hundreds killed in Israeli air raid on hospital,2023-10-17_3054.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,The mask is off: Gaza has exposed the hypocrisy of international law,2023-10-17_3056.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,Will Israel actually allow much-needed aid into Gaza?,2023-10-17_3058.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,Israel accuses Spain of siding with Hamas after ‘genocide’ accusation,2023-10-17_3059.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,Israel could be in breach of global law with Gaza relocation order: UN,2023-10-17_3062.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,"No medicines, water, food scarcity: All to know about Gaza after Israel war",2023-10-17_3064.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,"Israel bombs homes in southern Gaza, kills more than 70 people",2023-10-17_3069.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,17,‘Every second in danger’: Gaza journalists race against deadlines and death,2023-10-17_3075.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,US vetoes UN resolution calling for humanitarian pause in Israel-Hamas war,2023-10-18_3018.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,Why has the US consistently backed Israel?,2023-10-18_3019.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,Al-Ahli hospital bombing: Israel performing its usual post-atrocity routine,2023-10-18_3020.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,A letter to Europe from a Palestinian,2023-10-18_3021.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,What is Israel’s narrative on the Gaza hospital explosion?,2023-10-18_3024.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,Palestinian Authority cracks down on protests over Israel Gaza attacks,2023-10-18_3030.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,Alain Gresh: ‘Macron’s party has a strong anti-Palestinian position’,2023-10-18_3032.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,Iran urges Muslim countries to sanction Israel after Gaza hospital strike,2023-10-18_3033.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,What has been US President Biden’s stance on Israel-Gaza war so far?,2023-10-18_3035.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,"Biden arrives in Tel Aviv, backs Israel’s narrative on Gaza hospital strike",2023-10-18_3036.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,Abbas accuses Israel of ‘hideous war massacre’ after Gaza hospital attack,2023-10-18_3037.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,American trapped in Gaza says he feels like ‘second-class citizen’,2023-10-18_3044.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,18,What we know so far about the deadly strike on a Gaza hospital,2023-10-18_3045.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,What role can the United Nations play in the Gaza War?,2023-10-19_2987.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,"Frustration, concern rise among Arab Americans over Israel’s war on Gaza",2023-10-19_2990.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,WHO says aid ‘ready to go’ into Gaza as Israeli bombardment continues,2023-10-19_2991.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,"On Egypt-Gaza border, blocked aid waits to reach Palestinians",2023-10-19_2993.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,Stop Israel now – the Middle East cannot take another major war,2023-10-19_2995.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,Video investigation: What hit al-Ahli Hospital in Gaza?,2023-10-19_2997.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,Israel-Gaza war Q&A | Start Here,2023-10-19_2998.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,"Hamas killed my parents, but Israel’s war is not the answer",2023-10-19_3006.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,"‘Free world, where are you?’ Gaza hospital chief pleads amid Israel attacks",2023-10-19_3008.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,Israel police boss threatens to send anti-war protesters to Gaza ‘on buses’,2023-10-19_3013.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,19,‘Can’t stay silent any more’: Rage in Lebanon over Israel’s war on Gaza,2023-10-19_3015.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,20,Biden asks US Congress for $105bn in assistance for Israel and Ukraine,2023-10-20_2961.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,20,Israel aims to end its responsibility for Gaza as ground offensive looms,2023-10-20_2964.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,20,Photos: UNRWA camp in Gaza stirs painful memories of the Nakba,2023-10-20_2966.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,20,UN chief calls on Israel to open aid ‘lifeline’ for Gaza,2023-10-20_2968.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,20,Investigations reveal discrepancies in Israel’s Gaza hospital attack claims,2023-10-20_2969.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,20,Middle East Roundup: ‘Where our love grew’ – love and loss in Gaza,2023-10-20_2974.txt,-1,1269,the,to,of,and,2023-10-01
2023,10,20,Palestinians stuck in Egypt desperate to return to Gaza amid Israel attacks,2023-10-20_2975.txt,-1,1269,the,to,of,and,2023-10-01
