year,month,day,title,file,Topic,Count,topic_1,topic_2,topic_3,topic_4,date,Month,Topic_Label
2023,11,9,Deadly assault on Jenin refugee camp as Israel raids on West Bank intensify,2023-11-09_2455.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,10,Israel-Gaza war: Escalating violence in the West Bank,2023-11-10_2431.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,10,Israel intensifies raids in the occupied West Bank,2023-11-10_2443.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,11,Palestinians flee as Israel raids Jenin camp in occupied West Bank,2023-11-11_2400.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,12,"Israeli raids kill 3 more Palestinians in West Bank, health officials say",2023-11-12_2391.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,13,‘Not just a number’: A protest and a funeral in the West Bank,2023-11-13_2359.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,16,The Occupied West Bank: The Other Front,2023-11-16_2282.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,16,Israeli forces kill three Palestinians after alleged West Bank attack,2023-11-16_2285.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,17,"Israeli forces raid Jenin, surround Ibn Sina hospital in occupied West Bank",2023-11-17_2268.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,26,Israeli forces carry out deadly raids in the West Bank amid Gaza truce,2023-11-26_2084.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,26,Israeli settlers steal Palestinian farmers’ land in occupied West Bank,2023-11-26_2085.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,29,Israeli forces kill two Palestinian children in occupied West Bank raid,2023-11-29_2020.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,11,30,"Three killed, several injured in shooting at Jerusalem bus stop",2023-11-30_2008.txt,0,359,bank,west,israeli,palestinian,2023-11-01,2023-11-01,"bank, west, israeli, palestinian"
2023,12,5,‘Massacres await’: Palestinians in Nablus warn of deadly settler attacks,2023-12-05_1917.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,6,West Bank family sees no hope of justice in settler killings,2023-12-06_1904.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,7,Israel intensifies daily raids on occupied West Bank,2023-12-07_1888.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,12,West Bank fighters say Israel war on Gaza inspires more resistance,2023-12-12_1794.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,12,"Israeli army raids Jenin, kills several Palestinians",2023-12-12_1798.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,14,Casualties mount in occupied West Bank as Israeli forces extend raids,2023-12-14_1771.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,16,Two young Palestinians shot dead by Israeli forces in West Bank,2023-12-16_1719.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,17,Nur Shams refugee camp in West Bank reels from deadly Israeli raids,2023-12-17_1708.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,17,Israeli military uses drones to kill Palestinians in West Bank’s Tulkarem,2023-12-17_1710.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,21,UN calls for probe as Israeli army accused of killing unarmed Palestinians,2023-12-21_1663.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,25,Israel hits Bethlehem in Christmas raids on occupied West Bank,2023-12-25_1613.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,28,"End ‘unlawful killings’ in occupied West Bank, UN tells Israel",2023-12-28_1570.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,28,"‘Unparalleled’: Israeli army raids Ramallah, more occupied West Bank cities",2023-12-28_1577.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,29,"Bombed, then stabbed: West Bank doctors recall horrors of refugee camp raid",2023-12-29_1568.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,12,31,Israel detains Palestinians in renewed West Bank incursions,2023-12-31_1548.txt,0,359,bank,west,israeli,palestinian,2023-12-01,2023-12-01,"bank, west, israeli, palestinian"
2023,10,7,Hamas says it has enough Israeli captives to free all Palestinian prisoners,2023-10-07_3303.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,9,‘Dozens’ of civilians being held hostage by Hamas: Israeli military,2023-10-09_3282.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,10,Families of Hamas captives worry over loved ones as Israel pummels Gaza,2023-10-10_3250.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,10,"What we know: The number of foreigners killed, missing, abducted in Israel",2023-10-10_3259.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,15,What are the military risks of an Israeli ground offensive in Gaza?,2023-10-15_3110.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,15,Which countries have criticised Israeli attacks on Gaza?,2023-10-15_3116.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,16,"At least 199 people being held captive by Hamas, Israel says",2023-10-16_3094.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,19,"Analysis: Will Israel attack Gaza on the ground and if so, when and how?",2023-10-19_2989.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,20,Hamas releases two American hostages from Gaza after Qatari mediation,2023-10-20_2960.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,21,Hamas says Israel refused to receive 2 hostages; Israel calls it propaganda,2023-10-21_2938.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,23,Hamas releases two women held hostage after Egyptian-Qatari diplomacy,2023-10-23_2896.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,24,Hundreds rally in Israel’s Tel Aviv to demand release of hostages,2023-10-24_2874.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,24,What do we know about Israeli captives taken by Hamas and their release?,2023-10-24_2879.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,27,"Ceasefire, pause or truce? What have Israel and Hamas agreed to?",2023-10-27_2808.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,27,Hamas cannot free captives until Israel-Gaza ceasefire: Official,2023-10-27_2809.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,28,Prisoner exchange? Israeli captive families demand answers from Netanyahu,2023-10-28_2763.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,28,Russia says Israeli bombardment of Gaza is against international law,2023-10-28_2769.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,30,Israeli military says it freed captured soldier in Gaza ground operations,2023-10-30_2713.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,10,31,Hamas says it will release some foreign hostages in coming days,2023-10-31_2686.txt,1,148,captives,hamas,release,hostages,2023-10-01,2023-10-01,"captives, hamas, release, hostages"
2023,11,2,Israel’s army meets fierce resistance ‘at the gates of Gaza City’,2023-11-02_2640.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,3,Veteran Thai politician meets Hamas in Iran to seek captives’ release,2023-11-03_2611.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,3,Israel-Gaza war: What we know about the captives taken by Hamas,2023-11-03_2614.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,3,What’s Israel’s Hannibal Directive? A former Israeli soldier tells all,2023-11-03_2620.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,4,Protests in Israel target Netanyahu over release of captives,2023-11-04_2573.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,4,‘Significant pause’ in Gaza fighting needed to free captives: US official,2023-11-04_2592.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,8,"Negotiations ongoing for release of 10-15 Hamas-held captives, reports say",2023-11-08_2478.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,8,G7 calls for ‘humanitarian pauses’ in Israel’s bombardment of Gaza,2023-11-08_2494.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,16,Are Israel and Hamas nearing a ‘hostage’ deal? What to know,2023-11-16_2288.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,16,Biden to Netanyahu: ‘Occupying’ Gaza would be a ‘big mistake’,2023-11-16_2303.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,18,"Families of Israeli captives arrive in Jerusalem, rally at PM’s office",2023-11-18_2239.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,20,Qatar PM says only ‘minor’ challenges to Israel-Hamas captive deal,2023-11-20_2221.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,21,"Hamas, Israel leaders suggest deal is ‘close’ on captives, Gaza truce",2023-11-21_2193.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,22,What does the Israel-Hamas deal mean for Gaza?,2023-11-22_2156.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,22,Behind the scenes: How the Israel-Hamas truce deal came together,2023-11-22_2163.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,22,"Israel-Hamas deal: Which captives, Palestinian prisoners could be freed?",2023-11-22_2164.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,22,"Gaza truce deal: What have Hamas, Israel and Qatar said?",2023-11-22_2175.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,22,Israel-Hamas truce deal: All that you need to know,2023-11-22_2176.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,23,What are the details of the truce between Israel and Hamas?,2023-11-23_2132.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,23,"Uncertainty, hope for Palestinian, Israeli families before Gaza truce",2023-11-23_2134.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,23,"Israel-Hamas truce, captive release to begin on Friday, Qatar says",2023-11-23_2137.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,23,Israel-Hamas deal: What makes a truce lead to lasting peace?,2023-11-23_2140.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,23,"Israel says truce, captives release will not start ‘before Friday’",2023-11-23_2151.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,24,Photos: Palestinians released from prison reunite with loved ones,2023-11-24_2109.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,24,Israel-Hamas four-day truce starts: How day one unfolded,2023-11-24_2111.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,24,"Hamas frees 10 Thai citizens, one Filipino under separate deal: Qatar",2023-11-24_2112.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,24,Hamas releases 24 captives from Gaza as Israel truce comes into effect,2023-11-24_2114.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,24,Hamas releases 24 captives amid Israel truce: Here’s what’s to know,2023-11-24_2115.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,24,Israel-Hamas truce comes into effect: How it could now unfold,2023-11-24_2125.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,24,‘Relief’ in war-torn Gaza as truce takes effect in Israel-Hamas war,2023-11-24_2126.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,24,Analysis: How to enforce the Israel-Hamas truce,2023-11-24_2129.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,25,Tens of thousands rally in Tel Aviv amid delay in release of Hamas captives,2023-11-25_2090.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,25,Analysis: Lessons from Day One of truce in Gaza,2023-11-25_2096.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,25,US President Biden says ‘chances are real’ for extending Israel-Gaza truce,2023-11-25_2103.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,26,What can be done to extend Gaza’s fragile truce?,2023-11-26_2076.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,26,More Palestinian prisoners freed as Israel-Hamas truce holds into third day,2023-11-26_2077.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,26,Tears and joy as second batch of 39 Palestinians freed from Israeli prisons,2023-11-26_2080.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,27,"Hamas releases 11 more captives from Gaza, Israeli army says",2023-11-27_2053.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,27,"Analysis: Less than a day left on the Gaza pause, what are the prospects?",2023-11-27_2070.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,27,Palestinians gather in Ramallah streets to welcome freed prisoners,2023-11-27_2073.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,28,Hamas releases 12 more captives as truce with Israel holds for fifth day,2023-11-28_2037.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,28,"CIA, Mossad chiefs meet in Qatar as Israel-Hamas truce is extended",2023-11-28_2038.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,28,What would it take for an even longer ceasefire in Gaza?,2023-11-28_2039.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,28,What do we know about the Israel-Hamas truce extension?,2023-11-28_2048.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,29,"Hurt, scared but free now. Palestinian boy recalls abuse in Israeli prison",2023-11-29_2017.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,29,Intensive talks under way to extend Israel-Hamas truce as deadline looms,2023-11-29_2028.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,29,"Israel-Hamas war: List of key events, day 54",2023-11-29_2032.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,29,Photos: Hamas and Israel exchange more captives for prisoners,2023-11-29_2033.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,30,Blinken urges Israel to protect civilians amid tough Gaza truce talks,2023-11-30_1999.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,30,Relief as Thai hostages return home amid fears for those still held in Gaza,2023-11-30_2002.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,30,Hamas and Israel free more detainees in sixth captive exchange,2023-11-30_2011.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,11,30,Israel and Hamas agree to extend truce for seventh day,2023-11-30_2012.txt,1,148,captives,hamas,release,hostages,2023-11-01,2023-11-01,"captives, hamas, release, hostages"
2023,12,1,More than 180 killed as Israel resumes Gaza assault after truce lapses,2023-12-01_1974.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,1,The Israel-Hamas truce has ended: What we know so far,2023-12-01_1984.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,1,Palestinians celebrate release of prisoners from Israeli jails,2023-12-01_1994.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,2,Israel bombs hundreds of targets in Gaza as truce efforts continue,2023-12-02_1964.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,3,Qatar calls for international probe into ‘Israeli crimes’ in Gaza,2023-12-03_1944.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,3,What ‘tunnels’ and ‘hostages’ mean in Gaza,2023-12-03_1946.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,5,"Qatar emir condemns ‘genocide’ in Gaza, urges ceasefire at GCC summit",2023-12-05_1921.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,6,What do Israelis think of their gov’t handling of the captives’ crisis?,2023-12-06_1892.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,6,Israeli captives’ families angry after meeting with Netanyahu,2023-12-06_1905.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,15,Israeli army says it mistakenly killed three captives held in Gaza,2023-12-15_1732.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,16,Israel’s Netanyahu hints new deal under way to release Gaza hostages,2023-12-16_1715.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,16,"Israeli captives mistakenly killed in Gaza held white flag, official says",2023-12-16_1721.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,17,Will Israel reach a deal on captives with Hamas?,2023-12-17_1706.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,19,Israel signals readiness for new temporary truce in Gaza as pressure mounts,2023-12-19_1683.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,19,Israeli attack on residential area in south Gaza kills at least 29 people,2023-12-19_1687.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,20,Hamas head in Cairo as momentum builds towards new Israel-Hamas truce talks,2023-12-20_1675.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,12,25,Israel’s Netanyahu heckled inside parliament by families of Hamas captives,2023-12-25_1607.txt,1,148,captives,hamas,release,hostages,2023-12-01,2023-12-01,"captives, hamas, release, hostages"
2023,10,11,Why is Gaza out of fuel — and what now?,2023-10-11_3216.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,12,"Gaza medics say Israel targeting ambulances, health facilities",2023-10-12_3196.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,13,"‘Nowhere safe to go’: Confusion, fear after Israel’s warning to evacuate",2023-10-13_3140.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,13,Dozens killed while fleeing Gaza homes as Israel conducts ground raids,2023-10-13_3142.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,13,"Israel’s evacuation order for Gaza ‘death sentence’ for patients, WHO says",2023-10-13_3156.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,13,WHO warns hospitals in besieged Gaza Strip are at ‘breaking point’,2023-10-13_3170.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,14,The Gaza medics who won’t give in to Israel’s evacuation demand,2023-10-14_3121.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,18,Israel-Gaza: What international law says about the deadly hospital strike,2023-10-18_3026.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,18,‘We were in hell’: Day after deadly attack on Gaza’s al-Ahli Arab Hospital,2023-10-18_3028.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
2023,10,18,"Where in Gaza is al-Ahli Arab Hospital, the site hit amid war with Israel?",2023-10-18_3031.txt,3,130,hospital,patients,medical,hospitals,2023-10-01,2023-10-01,"hospital, patients, medical, hospitals"
